id,video_name,label,person,frame_count
865,IMG_2014.MOV,Hiểu,person_07,45
866,IMG_2015.MOV,Hiểu,person_07,41
867,IMG_2016.MOV,Hiểu,person_07,39
868,IMG_2017.MOV,Hiểu,person_07,38
869,IMG_2018.MOV,Hiểu,person_07,33
870,IMG_2019.MOV,Hiểu,person_07,30
871,IMG_2020.MOV,Hiểu,person_07,35
872,IMG_2021.MOV,Hiểu,person_07,32
873,IMG_2022.MOV,Hiểu,person_07,36
874,IMG_2023.MOV,Hiểu,person_07,30
498,01.MOV,Hạnh phúc,person_07,37
499,02.MOV,Hạnh phúc,person_07,38
500,03.MOV,Hạnh phúc,person_07,39
501,04.MOV,Hạnh phúc,person_07,41
502,05.MOV,Hạnh phúc,person_07,41
503,06.MOV,Hạnh phúc,person_07,39
504,07.MOV,Hạnh phúc,person_07,42
505,08.MOV,Hạnh phúc,person_07,39
506,09.MOV,Hạnh phúc,person_07,41
507,10.MOV,Hạnh phúc,person_07,41
875,IMG_2024.MOV,Học,person_07,40
876,IMG_2025.MOV,Học,person_07,39
877,IMG_2026.MOV,Học,person_07,37
878,IMG_2027.MOV,Học,person_07,45
879,IMG_2028.MOV,Học,person_07,66
880,IMG_2029.MOV,Học,person_07,39
881,IMG_2030.MOV,Học,person_07,34
882,IMG_2031.MOV,Học,person_07,38
883,IMG_2032.MOV,Học,person_07,39
884,IMG_2033.MOV,Học,person_07,37
508,01.MOV,Không,person_07,55
509,02.MOV,Không,person_07,53
510,03.MOV,Không,person_07,50
511,04(1).MOV,Không,person_07,53
512,04.MOV,Không,person_07,50
513,05.MOV,Không,person_07,42
514,06.MOV,Không,person_07,50
515,07.MOV,Không,person_07,52
516,08.MOV,Không,person_07,46
517,09.MOV,Không,person_07,36
885,IMG_2034.MOV,Thích,person_07,49
886,IMG_2035.MOV,Thích,person_07,46
887,IMG_2036.MOV,Thích,person_07,115
888,IMG_2037.MOV,Thích,person_07,106
889,IMG_2038.MOV,Thích,person_07,91
890,IMG_2039.MOV,Thích,person_07,104
891,IMG_2040.MOV,Thích,person_07,112
892,IMG_2041.MOV,Thích,person_07,63
893,IMG_2042.MOV,Thích,person_07,62
894,IMG_2043.MOV,Thích,person_07,75
518,01.MOV,Tôi,person_07,28
519,02.MOV,Tôi,person_07,35
520,03.MOV,Tôi,person_07,39
521,04.MOV,Tôi,person_07,38
522,05.MOV,Tôi,person_07,37
523,06.MOV,Tôi,person_07,38
524,07.MOV,Tôi,person_07,38
525,08.MOV,Tôi,person_07,28
526,09.MOV,Tôi,person_07,32
527,10.MOV,Tôi,person_07,35
528,01.MOV,Tạm biệt,person_07,42
529,02.MOV,Tạm biệt,person_07,51
530,03.MOV,Tạm biệt,person_07,47
531,04.MOV,Tạm biệt,person_07,49
532,05.MOV,Tạm biệt,person_07,56
533,06.MOV,Tạm biệt,person_07,62
534,07.MOV,Tạm biệt,person_07,46
535,08.MOV,Tạm biệt,person_07,51
536,09.MOV,Tạm biệt,person_07,43
537,10.MOV,Tạm biệt,person_07,45
538,01.MOV,Uống,person_07,24
539,02.MOV,Uống,person_07,27
540,03.MOV,Uống,person_07,34
541,04.MOV,Uống,person_07,27
542,05.MOV,Uống,person_07,30
543,06.MOV,Uống,person_07,29
544,07.MOV,Uống,person_07,36
545,08.MOV,Uống,person_07,33
546,09.MOV,Uống,person_07,37
547,10.MOV,Uống,person_07,31
548,01.MOV,Xin chào,person_07,51
549,02.MOV,Xin chào,person_07,63
550,03.MOV,Xin chào,person_07,74
551,04.MOV,Xin chào,person_07,50
552,05.MOV,Xin chào,person_07,44
553,06.MOV,Xin chào,person_07,55
554,07.MOV,Xin chào,person_07,48
555,08(1).MOV,Xin chào,person_07,49
556,08.MOV,Xin chào,person_07,40
557,09.MOV,Xin chào,person_07,43
558,10.MOV,Xin chào,person_07,41
559,01.MOV,Xin lỗi,person_07,76
560,02.MOV,Xin lỗi,person_07,83
561,03.MOV,Xin lỗi,person_07,96
562,04.MOV,Xin lỗi,person_07,99
563,05.MOV,Xin lỗi,person_07,98
564,06.MOV,Xin lỗi,person_07,84
565,07.MOV,Xin lỗi,person_07,113
566,08.MOV,Xin lỗi,person_07,91
567,09.MOV,Xin lỗi,person_07,108
568,01.MOV,Ăn,person_07,21
569,02.MOV,Ăn,person_07,25
570,03.MOV,Ăn,person_07,27
571,04.MOV,Ăn,person_07,34
572,05.MOV,Ăn,person_07,27
573,06.MOV,Ăn,person_07,37
574,07.MOV,Ăn,person_07,44
575,08.MOV,Ăn,person_07,38
576,09.MOV,Ăn,person_07,36
577,10.MOV,Ăn,person_07,33
984,IMG_0726.MOV,Bạn bè,person_08,69
985,IMG_0727.MOV,Bạn bè,person_08,58
986,IMG_0728.MOV,Bạn bè,person_08,79
987,IMG_0729.MOV,Bạn bè,person_08,90
988,IMG_0730.MOV,Bạn bè,person_08,82
989,IMG_0731.MOV,Bạn bè,person_08,74
990,IMG_0732.MOV,Bạn bè,person_08,65
991,IMG_0735.MOV,Bạn bè,person_08,70
992,IMG_0737.MOV,Bạn bè,person_08,85
993,IMG_0739.MOV,Bạn bè,person_08,91
895,IMG_0751.MOV,Bố,person_08,47
896,IMG_0752.MOV,Bố,person_08,53
897,IMG_0753.MOV,Bố,person_08,47
898,IMG_0754.MOV,Bố,person_08,74
899,IMG_0755.MOV,Bố,person_08,63
900,IMG_0756.MOV,Bố,person_08,48
901,IMG_0757.MOV,Bố,person_08,37
902,IMG_0758.MOV,Bố,person_08,53
903,IMG_0759.MOV,Bố,person_08,70
904,IMG_0760.MOV,Bố,person_08,79
604,IMG_0642.MOV,Có,person_08,58
605,IMG_0643.MOV,Có,person_08,82
606,IMG_0645.MOV,Có,person_08,68
607,IMG_0646.MOV,Có,person_08,78
608,IMG_0647.MOV,Có,person_08,80
609,IMG_0648.MOV,Có,person_08,93
610,IMG_0649.MOV,Có,person_08,82
611,IMG_0650.MOV,Có,person_08,95
612,IMG_0651.MOV,Có,person_08,102
613,IMG_0652.MOV,Có,person_08,102
614,IMG_0653.MOV,Có,person_08,120
615,IMG_0631.MOV,Cảm ơn,person_08,50
616,IMG_0632.MOV,Cảm ơn,person_08,55
617,IMG_0633.MOV,Cảm ơn,person_08,61
618,IMG_0634.MOV,Cảm ơn,person_08,72
619,IMG_0635.MOV,Cảm ơn,person_08,73
620,IMG_0636.MOV,Cảm ơn,person_08,44
621,IMG_0637.MOV,Cảm ơn,person_08,88
622,IMG_0638.MOV,Cảm ơn,person_08,69
623,IMG_0639.MOV,Cảm ơn,person_08,61
624,IMG_0641.MOV,Cảm ơn,person_08,64
905,IMG_0751.MOV,Hiểu,person_08,47
906,IMG_0752.MOV,Hiểu,person_08,53
907,IMG_0753.MOV,Hiểu,person_08,47
908,IMG_0754.MOV,Hiểu,person_08,74
909,IMG_0755.MOV,Hiểu,person_08,63
910,IMG_0756.MOV,Hiểu,person_08,48
911,IMG_0757.MOV,Hiểu,person_08,37
912,IMG_0758.MOV,Hiểu,person_08,53
913,IMG_0759.MOV,Hiểu,person_08,70
914,IMG_0760.MOV,Hiểu,person_08,79
625,IMG_0654.MOV,Hạnh phúc,person_08,56
626,IMG_0655.MOV,Hạnh phúc,person_08,52
627,IMG_0656.MOV,Hạnh phúc,person_08,60
628,IMG_0657.MOV,Hạnh phúc,person_08,59
629,IMG_0658.MOV,Hạnh phúc,person_08,72
630,IMG_0659.MOV,Hạnh phúc,person_08,71
631,IMG_0660.MOV,Hạnh phúc,person_08,112
632,IMG_0661.MOV,Hạnh phúc,person_08,64
633,IMG_0662.MOV,Hạnh phúc,person_08,121
915,IMG_0762.MOV,Học,person_08,54
916,IMG_0763.MOV,Học,person_08,65
917,IMG_0764.MOV,Học,person_08,62
918,IMG_0765.MOV,Học,person_08,70
919,IMG_0766.MOV,Học,person_08,56
920,IMG_0767.MOV,Học,person_08,55
921,IMG_0768.MOV,Học,person_08,56
922,IMG_0769.MOV,Học,person_08,64
634,IMG_0664.MOV,Không,person_08,92
635,IMG_0665.MOV,Không,person_08,93
636,IMG_0666.MOV,Không,person_08,67
637,IMG_0667.MOV,Không,person_08,88
638,IMG_0668.MOV,Không,person_08,97
639,IMG_0669.MOV,Không,person_08,134
640,IMG_0670.MOV,Không,person_08,113
641,IMG_0671.MOV,Không,person_08,85
642,IMG_0672.MOV,Không,person_08,87
923,IMG_0771.MOV,Thích,person_08,77
924,IMG_0772.MOV,Thích,person_08,62
925,IMG_0773.MOV,Thích,person_08,61
926,IMG_0774.MOV,Thích,person_08,66
927,IMG_0775.MOV,Thích,person_08,62
928,IMG_0776.MOV,Thích,person_08,57
929,IMG_0777.MOV,Thích,person_08,63
930,IMG_0778.MOV,Thích,person_08,54
931,IMG_0779.MOV,Thích,person_08,56
643,IMG_0685.MOV,Tôi,person_08,44
644,IMG_0686.MOV,Tôi,person_08,56
645,IMG_0688.MOV,Tôi,person_08,23
646,IMG_0689.MOV,Tôi,person_08,38
647,IMG_0690.MOV,Tôi,person_08,38
648,IMG_0691.MOV,Tôi,person_08,52
649,IMG_0692.MOV,Tôi,person_08,40
650,IMG_0693.MOV,Tôi,person_08,29
651,IMG_0694.MOV,Tôi,person_08,43
652,IMG_0673.MOV,Tạm biệt,person_08,95
653,IMG_0676.MOV,Tạm biệt,person_08,81
654,IMG_0677.MOV,Tạm biệt,person_08,100
655,IMG_0678.MOV,Tạm biệt,person_08,84
656,IMG_0680.MOV,Tạm biệt,person_08,137
657,IMG_0681.MOV,Tạm biệt,person_08,79
658,IMG_0682.MOV,Tạm biệt,person_08,68
659,IMG_0683.MOV,Tạm biệt,person_08,89
660,IMG_0695.MOV,Uống,person_08,60
661,IMG_0696.MOV,Uống,person_08,93
662,IMG_0697.MOV,Uống,person_08,106
663,IMG_0698.MOV,Uống,person_08,92
664,IMG_0699.MOV,Uống,person_08,83
665,IMG_0701.MOV,Uống,person_08,74
666,IMG_0702.MOV,Uống,person_08,126
667,IMG_0703.MOV,Xin chào,person_08,54
668,IMG_0704.MOV,Xin chào,person_08,50
669,IMG_0705.MOV,Xin chào,person_08,58
670,IMG_0706.MOV,Xin chào,person_08,56
671,IMG_0707.MOV,Xin chào,person_08,50
672,IMG_0708.MOV,Xin chào,person_08,46
673,IMG_0709.MOV,Xin chào,person_08,80
674,IMG_0710.MOV,Xin chào,person_08,93
675,IMG_0711.MOV,Xin lỗi,person_08,98
676,IMG_0712.MOV,Xin lỗi,person_08,88
677,IMG_0713.MOV,Xin lỗi,person_08,78
678,IMG_0714.MOV,Xin lỗi,person_08,79
679,IMG_0715.MOV,Xin lỗi,person_08,111
680,IMG_0716.MOV,Xin lỗi,person_08,64
681,IMG_0718.MOV,Xin lỗi,person_08,57
682,IMG_0719.MOV,Xin lỗi,person_08,95
683,IMG_0720.MOV,Xin lỗi,person_08,89
684,IMG_0621.MOV,Ăn,person_08,50
685,IMG_0622.MOV,Ăn,person_08,49
686,IMG_0623.MOV,Ăn,person_08,42
687,IMG_0625.MOV,Ăn,person_08,52
688,IMG_0626.MOV,Ăn,person_08,57
689,IMG_0627.MOV,Ăn,person_08,75
690,IMG_0628.MOV,Ăn,person_08,62
691,IMG_0629.MOV,Ăn,person_08,48
692,IMG_0630.MOV,Ăn,person_08,78
